Ship_ID,Vessel_Name,Service,ETA,ATA,Berth,Side to,Next port of call,Ref,Delay,Size,Dwt,GT,Flag,Built,Month,Builder,Owner Group,Alternative_Fuel,SOx_Scrubber,Eco_Engine,Days_Before_ETA_Info
MAERSK BUTON - Q32/P32,maersk buton,ECU,2020-08-06 07:30:00,2020-08-06 06:00:00,SCT3,Portside,"Antwerpen, Belgium",Q32/P32,-90.0,"3,078","43,123","35,835",Singapore,2008.0,7.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,12.0
MAERSK BUTON - Q35/P35,maersk buton,ECU,2021-09-02 07:00:00,2021-09-02 05:00:00,SCT2,Portside,"Antwerpen, Belgium",Q35/P35,-120.0,"3,078","43,123","35,835",Singapore,2008.0,7.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,13.0
MAERSK BUTON - Q40/P40,maersk buton,ECU,2020-10-01 07:00:00,2020-10-01 06:30:00,SCT2,Portside,"Antwerpen, Belgium",Q40/P40,-30.0,"3,078","43,123","35,835",Singapore,2008.0,7.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,11.0
MAERSK BUTON - Q48/P48,maersk buton,ECU,2020-11-26 07:00:00,2020-11-26 08:30:00,SCT1,Portside,"Antwerpen, Belgium",Q48/P48,90.0,"3,078","43,123","35,835",Singapore,2008.0,7.0,HHIC (Yeongdo),A.P. Moller,0,0,Eco – Electronic Engine,11.0
MALIK AL ASHTAR - E21/F21,malik al ashtar,FE4,2020-09-15 19:30:00,2020-09-17 02:10:00,SCT3,Starboard,"Hamburg, Germany",E21/F21,1840.0,"13,470","145,327","141,077",Malta,2012.0,3.0,Samsung HI,Hapag-Lloyd,0,Pending,Eco – Electronic Engine,17.0
MANDALAY - X41/X41,mandalay,ADHOC,2020-10-04 19:31:00,2020-10-05 01:37:00,SCT3,Starboard,"OPTIONAL,",X41/X41,366.0,"2,339","30,350","26,287",Singapore,2019.0,9.0,Zhejiang Yangfan,Schulte Group,0,0,Eco – Electronic Engine Modern,5.0
MINERVA - X01/X01,minerva,ADHOC,2021-01-13 07:31:00,2021-01-16 17:10:00,SCT3,Starboard,"Antwerpen, Belgium",X01/X01,4899.0,"2,339","30,350","27,279",Singapore,2015.0,11.0,Zhejiang Yangfan,Schulte Group,0,0,Eco – Electronic Engine Modern,8.0
MINERVA - X02/X02,minerva,FE4,2021-01-25 09:00:00,2021-02-07 04:00:00,SCT3,Starboard,"Hamburg, Germany",X02/X02,18420.0,"2,339","30,350","27,279",Singapore,2015.0,11.0,Zhejiang Yangfan,Schulte Group,0,0,Eco – Electronic Engine Modern,10.0
MINERVA - X03/X03,minerva,FE4,2021-02-03 19:00:00,2021-02-23 23:00:00,SCT3,Starboard,"Hamburg, Germany",X03/X03,29040.0,"2,339","30,350","27,279",Singapore,2015.0,11.0,Zhejiang Yangfan,Schulte Group,0,0,Eco – Electronic Engine Modern,15.0
MIRIAM - X08/X08,miriam,ADHOC,2021-03-24 11:59:00,2021-03-24 07:30:00,SCT1,Starboard,"OPTIONAL,",X08/X08,-269.0,804,"9,321","7,852",Antigua & Barbuda,2010.0,9.0,Damen Galati,Reederei Koepping,0,0,0,4.0
MOL EMISSARY - A15/A15,mol emissary,LEVANT,2021-04-20 22:00:00,2021-04-28 19:10:00,SCT2,Starboard,"Rotterdam, Netherlands",A15/A15,11350.0,"5,087","67,000","54,940",Hong Kong,2009.0,11.0,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,0,16.0
MOL EMISSARY - A20/A20,mol emissary,LEVANT,2021-05-30 16:00:00,2021-06-04 13:30:00,SCT3,Starboard,"Rotterdam, Netherlands",A20/A20,7050.0,"5,087","67,000","54,940",Hong Kong,2009.0,11.0,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,0,6.0
MOL EMISSARY - K97/L97,mol emissary,AL5,2021-07-04 07:30:00,2021-07-04 06:00:00,SCT3,Starboard,"Rotterdam, Netherlands",K97/L97,-90.0,"5,087","67,000","54,940",Hong Kong,2009.0,11.0,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,0,9.0
MOL EMPIRE - K02/L02,mol empire,AL5,2021-01-17 19:30:00,2021-02-10 00:36:00,SCT4,Starboard,"Rotterdam, Netherlands",K02/L02,33426.0,"5,087","66,800","54,940",Hong Kong,2010.0,1.0,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,0,13.0
MOL EMPIRE - K14/L14,mol empire,AL5,2021-05-24 07:30:00,2021-05-26 11:30:00,SCT2,Starboard,"Rotterdam, Netherlands",K14/L14,3120.0,"5,087","66,800","54,940",Hong Kong,2010.0,1.0,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,0,14.0
MOL EMPIRE - K34/L34,mol empire,AL5,2020-08-10 19:00:00,2020-08-13 12:48:00,SCT1,Starboard,"Rotterdam, Netherlands",K34/L34,3948.0,"5,087","66,800","54,940",Hong Kong,2010.0,1.0,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,0,17.0
MOL EMPIRE - K45/L45,mol empire,AL5,2020-10-25 19:30:00,2020-10-30 12:11:00,SCT1,Starboard,"Rotterdam, Netherlands",K45/L45,6761.0,"5,087","66,800","54,940",Hong Kong,2010.0,1.0,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,0,11.0
MOL EMPIRE - K93/L93,mol empire,AL5,2021-09-01 07:30:00,2021-09-02 06:45:00,SCT5,Starboard,"Rotterdam, Netherlands",K93/L93,1395.0,"5,087","66,800","54,940",Hong Kong,2010.0,1.0,Hyundai HI (Ulsan),Atlas Corp (Seaspan),0,0,0,12.0
MOL EXPERIENCE - K05/L05,mol experience,AL5,2021-02-07 19:30:00,2021-03-01 21:30:00,SCT4,Starboard,"Rotterdam, Netherlands",K05/L05,31800.0,"5,014","62,953","54,098",Panama,2007.0,7.0,Hyundai HI (Ulsan),Mitsui OSK Lines,0,0,0,14.0
MOL EXPERIENCE - K16/L16,mol experience,AL5,2021-06-09 12:00:00,2021-06-09 11:45:00,SCT3,Starboard,"Rotterdam, Netherlands",K16/L16,-15.0,"5,014","62,953","54,098",Panama,2007.0,7.0,Hyundai HI (Ulsan),Mitsui OSK Lines,0,0,0,10.0
MOL EXPERIENCE - K25/L25,mol experience,AL5,2021-09-07 19:30:00,2021-09-14 13:50:00,SCT5,Starboard,"Rotterdam, Netherlands",K25/L25,9740.0,"5,014","62,953","54,098",Panama,2007.0,7.0,Hyundai HI (Ulsan),Mitsui OSK Lines,0,0,0,14.0
MOL EXPERIENCE - K37/L37,mol experience,AL5,2020-08-31 19:00:00,2020-08-31 18:30:00,SCT1,Starboard,"Rotterdam, Netherlands",K37/L37,-30.0,"5,014","62,953","54,098",Panama,2007.0,7.0,Hyundai HI (Ulsan),Mitsui OSK Lines,0,0,0,12.0
MOL EXPERIENCE - K48/L48,mol experience,AL5,2020-11-22 19:30:00,2020-11-20 02:55:00,SCT3,Starboard,"Rotterdam, Netherlands",K48/L48,-3875.0,"5,014","62,953","54,098",Panama,2007.0,7.0,Hyundai HI (Ulsan),Mitsui OSK Lines,0,0,0,13.0
MOL TRADITION - C06/D06,mol tradition,FE2,2021-02-27 11:59:00,2021-03-21 11:00:00,SCT5,Starboard,"Hamburg, Germany",C06/D06,31621.0,"20,150","197,500","199,000",Marshall Islands,2017.0,9.0,Samsung HI,Mitsui OSK Lines,0,0,Eco – Electronic Engine Modern,12.0
MOL TRADITION - C25/D25,mol tradition,FE2,2020-07-30 19:00:00,2020-07-30 23:20:00,SCT5,Starboard,"Hamburg, Germany",C25/D25,260.0,"20,150","197,500","199,000",Marshall Islands,2017.0,9.0,Samsung HI,Mitsui OSK Lines,0,0,Eco – Electronic Engine Modern,16.0
MOL TRADITION - C27/D27,mol tradition,FE2,2021-08-19 19:30:00,2021-08-21 13:15:00,SCT5,Starboard,"Hamburg, Germany",C27/D27,2505.0,"20,150","197,500","199,000",Marshall Islands,2017.0,9.0,Samsung HI,Mitsui OSK Lines,0,0,Eco – Electronic Engine Modern,15.0
MOL TRADITION - C39/D39,mol tradition,FE2,2020-11-12 19:30:00,2020-11-14 18:00:00,SCT5,Starboard,"Hamburg, Germany",C39/D39,2790.0,"20,150","197,500","199,000",Marshall Islands,2017.0,9.0,Samsung HI,Mitsui OSK Lines,0,0,Eco – Electronic Engine Modern,14.0
MOL TREASURE - C10/D10,mol treasure,FE2,2021-03-04 11:59:00,2021-04-12 12:50:00,SCT5,Starboard,"Hamburg, Germany",C10/D10,56211.0,"20,150","218,000","210,691",Panama,2018.0,1.0,Imabari SB Marugame,Imabari Shipbuilding,0,0,Eco – Electronic Engine Modern,-1.0
MOL TREASURE - C22/D22,mol treasure,FE2,2021-07-12 23:59:00,2021-07-13 04:12:00,SCT5,Starboard,"Hamburg, Germany",C22/D22,253.0,"20,150","218,000","210,691",Panama,2018.0,1.0,Imabari SB Marugame,Imabari Shipbuilding,0,0,Eco – Electronic Engine Modern,13.0
MOL TREASURE - C29/D29,mol treasure,FE2,2020-08-27 19:00:00,2020-08-29 00:48:00,SCT5,Starboard,"Hamburg, Germany",C29/D29,1788.0,"20,150","218,000","210,691",Panama,2018.0,1.0,Imabari SB Marugame,Imabari Shipbuilding,0,0,Eco – Electronic Engine Modern,13.0
MOL TREASURE - C42/D42,mol treasure,FE2,2020-12-04 19:30:00,2020-12-08 23:59:00,SCT5,Starboard,"Hamburg, Germany",C42/D42,6029.0,"20,150","218,000","210,691",Panama,2018.0,1.0,Imabari SB Marugame,Imabari Shipbuilding,0,0,Eco – Electronic Engine Modern,20.0
MOL TRIBUTE - C19/D19,mol tribute,FE2,2021-06-19 07:30:00,2021-06-19 01:00:00,SCT5,Starboard,"Hamburg, Germany",C19/D19,-390.0,"20,150","197,106","210,678",Marshall Islands,2017.0,7.0,Samsung HI,Mitsui OSK Lines,0,Fitted,Eco – Electronic Engine Modern,14.0
MOL TRIBUTE - C30/D30,mol tribute,FE2,2020-09-03 19:00:00,2020-09-02 04:00:00,SCT5,Starboard,"Hamburg, Germany",C30/D30,-2340.0,"20,150","197,106","210,678",Marshall Islands,2017.0,7.0,Samsung HI,Mitsui OSK Lines,0,Fitted,Eco – Electronic Engine Modern,15.0
MOL TRIBUTE - C43/D43,mol tribute,FE2,2020-12-08 19:30:00,2020-12-22 14:45:00,SCT5,Starboard,"Hamburg, Germany",C43/D43,19875.0,"20,150","197,106","210,678",Marshall Islands,2017.0,7.0,Samsung HI,Mitsui OSK Lines,0,Fitted,Eco – Electronic Engine Modern,24.0
MOL TRIUMPH - C11/D11,mol triumph,FE2,2021-03-07 19:30:00,2021-04-17 07:00:00,SCT5,Starboard,"Hamburg, Germany",C11/D11,58290.0,"20,150","197,500","199,000",Marshall Islands,2017.0,3.0,Samsung HI,Mitsui OSK Lines,0,Fitted,Eco – Electronic Engine Modern,3.0
MOL TRIUMPH - C33/D33,mol triumph,FE2,2020-09-25 19:00:00,2020-09-27 04:14:00,SCT5,Starboard,"Hamburg, Germany",C33/D33,1994.0,"20,150","197,500","199,000",Marshall Islands,2017.0,3.0,Samsung HI,Mitsui OSK Lines,0,Fitted,Eco – Electronic Engine Modern,16.0
MOL TRUST - C04/D04,mol trust,FE2,2021-02-02 19:00:00,2021-02-19 12:25:00,SCT5,Starboard,"Hamburg, Germany",C04/D04,24085.0,"20,150","197,059","210,678",Marshall Islands,2017.0,6.0,Samsung HI,Mitsui OSK Lines,0,0,Eco – Electronic Engine Modern,14.0
MOL TRUST - C18/D18,mol trust,FE2,2021-06-11 19:00:00,2021-06-12 19:00:00,SCT5,Starboard,"Hamburg, Germany",C18/D18,1440.0,"20,150","197,059","210,678",Marshall Islands,2017.0,6.0,Samsung HI,Mitsui OSK Lines,0,0,Eco – Electronic Engine Modern,13.0
MOL TRUST - C23/D23,mol trust,FE2,2020-07-16 19:00:00,2020-07-16 12:13:00,SCT5,Starboard,"Hamburg, Germany",C23/D23,-407.0,"20,150","197,059","210,678",Marshall Islands,2017.0,6.0,Samsung HI,Mitsui OSK Lines,0,0,Eco – Electronic Engine Modern,7.0
MOL TRUST - C30/D30,mol trust,FE2,2021-09-10 07:30:00,2021-09-24 04:30:00,SCT5,Starboard,"Hamburg, Germany",C30/D30,19980.0,"20,150","197,059","210,678",Marshall Islands,2017.0,6.0,Samsung HI,Mitsui OSK Lines,0,0,Eco – Electronic Engine Modern,16.0
MOL TRUST - C37/D37,mol trust,FE2,2020-10-30 19:30:00,2020-11-01 11:45:00,SCT5,Starboard,"Hamburg, Germany",C37/D37,2415.0,"20,150","197,059","210,678",Marshall Islands,2017.0,6.0,Samsung HI,Mitsui OSK Lines,0,0,Eco – Electronic Engine Modern,16.0
MOL TRUTH - C24/D24,mol truth,FE2,2021-07-29 19:30:00,2021-07-30 07:00:00,SCT5,Starboard,"Hamburg, Germany",C24/D24,690.0,"20,150","218,000","210,691",Panama,2017.0,10.0,Imabari SB Saijo,Imabari Shipbuilding,0,0,Eco – Electronic Engine Modern,15.0
MONTREAL EXPRESS - V02/W02,montreal express,GEX2,2021-01-19 07:30:00,2021-01-21 10:30:00,SCT3,Starboard,"Antwerpen, Belgium",V02/W02,3060.0,"4,402","47,828","55,994",Bermuda,2003.0,7.0,Daewoo (DSME),Hapag-Lloyd,Biofuel,0,0,14.0
MONTREAL EXPRESS - V10/W10,montreal express,GEX2,2021-03-16 11:00:00,2021-03-19 07:40:00,SCT3,Starboard,"Antwerpen, Belgium",V10/W10,4120.0,"4,402","47,828","55,994",Bermuda,2003.0,7.0,Daewoo (DSME),Hapag-Lloyd,Biofuel,0,0,11.0
MONTREAL EXPRESS - V14/W14,montreal express,GEX2,2021-04-13 07:30:00,2021-04-13 06:15:00,SCT2,Starboard,"Antwerpen, Belgium",V14/W14,-75.0,"4,402","47,828","55,994",Bermuda,2003.0,7.0,Daewoo (DSME),Hapag-Lloyd,Biofuel,0,0,13.0
MONTREAL EXPRESS - V18/W18,montreal express,GEX2,2021-05-11 07:30:00,2021-05-17 19:35:00,SCT3,Starboard,"Antwerpen, Belgium",V18/W18,9365.0,"4,402","47,828","55,994",Bermuda,2003.0,7.0,Daewoo (DSME),Hapag-Lloyd,Biofuel,0,0,11.0
MONTREAL EXPRESS - V22/W22,montreal express,GEX2,2021-06-15 07:30:00,2021-06-15 03:51:00,SCT2,Starboard,"Antwerpen, Belgium",V22/W22,-219.0,"4,402","47,828","55,994",Bermuda,2003.0,7.0,Daewoo (DSME),Hapag-Lloyd,Biofuel,0,0,16.0
MONTREAL EXPRESS - V27/W27,montreal express,GEX2,2021-07-13 07:30:00,2021-07-13 07:15:00,SCT3,Starboard,"Antwerpen, Belgium",V27/W27,-15.0,"4,402","47,828","55,994",Bermuda,2003.0,7.0,Daewoo (DSME),Hapag-Lloyd,Biofuel,0,0,13.0
MONTREAL EXPRESS - V28/W28,montreal express,GEX2,2020-07-28 07:00:00,2020-07-28 04:45:00,SCT3,Starboard,"Antwerpen, Belgium",V28/W28,-135.0,"4,402","47,828","55,994",Bermuda,2003.0,7.0,Daewoo (DSME),Hapag-Lloyd,Biofuel,0,0,13.0
MONTREAL EXPRESS - V31/W31,montreal express,GEX2,2021-08-10 07:30:00,2021-08-11 07:19:00,SCT2,Starboard,"Antwerpen, Belgium",V31/W31,1429.0,"4,402","47,828","55,994",Bermuda,2003.0,7.0,Daewoo (DSME),Hapag-Lloyd,Biofuel,0,0,16.0
MONTREAL EXPRESS - V32/W32,montreal express,GEX2,2020-08-25 07:00:00,2020-08-25 06:00:00,SCT3,Starboard,"Antwerpen, Belgium",V32/W32,-60.0,"4,402","47,828","55,994",Bermuda,2003.0,7.0,Daewoo (DSME),Hapag-Lloyd,Biofuel,0,0,15.0
MONTREAL EXPRESS - V36/W36,montreal express,GEX2,2020-09-22 07:00:00,2020-09-22 07:00:00,SCT3,Starboard,"Antwerpen, Belgium",V36/W36,0.0,"4,402","47,828","55,994",Bermuda,2003.0,7.0,Daewoo (DSME),Hapag-Lloyd,Biofuel,0,0,12.0
MONTREAL EXPRESS - V40/W40,montreal express,GEX2,2020-10-20 07:00:00,2020-10-20 06:30:00,SCT3,Starboard,"Antwerpen, Belgium",V40/W40,-30.0,"4,402","47,828","55,994",Bermuda,2003.0,7.0,Daewoo (DSME),Hapag-Lloyd,Biofuel,0,0,15.0
MONTREAL EXPRESS - V44/W44,montreal express,GEX2,2020-11-17 07:00:00,2020-11-21 06:45:00,SCT3,Starboard,"Antwerpen, Belgium",V44/W44,5745.0,"4,402","47,828","55,994",Bermuda,2003.0,7.0,Daewoo (DSME),Hapag-Lloyd,Biofuel,0,0,12.0
MONTREAL EXPRESS - V48/W48,montreal express,GEX2,2020-12-15 07:00:00,2020-12-19 06:00:00,SCT3,Starboard,"Antwerpen, Belgium",V48/W48,5700.0,"4,402","47,828","55,994",Bermuda,2003.0,7.0,Daewoo (DSME),Hapag-Lloyd,Biofuel,0,0,30.0
MSC ALBANY - R27/S27,msc albany,EPIC1,2020-07-06 19:30:00,2020-07-06 21:00:00,SCT3,Starboard,"Rotterdam, Netherlands",R27/S27,90.0,"8,762","112,516","94,017",Liberia,2013.0,1.0,Hyundai Samho HI,XT Group,0,Fitted,0,3.0
MSC AMALFI - R04/S04,msc amalfi,EPIC1,2021-01-11 19:30:00,2021-01-14 21:30:00,SCT3,Starboard,"Rotterdam, Netherlands",R04/S04,4440.0,"9,403","112,359","94,402",Malta,2014.0,4.0,Jiangnan Changxing,Costamare Shipping,0,Fitted,Eco – Electronic Engine,13.0
MSC AMALFI - R10/S10,msc amalfi,IPAK,2021-03-08 19:30:00,2021-03-09 09:30:00,SCT3,Starboard,"Rotterdam, Netherlands",R10/S10,840.0,"9,403","112,359","94,402",Malta,2014.0,4.0,Jiangnan Changxing,Costamare Shipping,0,Fitted,Eco – Electronic Engine,12.0
MSC ANTIGUA - R07/S07,msc antigua,IPAK,2021-02-15 19:30:00,2021-02-16 00:40:00,SCT3,Starboard,"Rotterdam, Netherlands",R07/S07,310.0,"8,762","112,516","94,017",Hong Kong,2013.0,1.0,Hyundai Samho HI,Schulte Group,0,Fitted,Eco – Electronic Engine,11.0
MSC ASYA - R03/S03,msc asya,EPIC1,2021-01-25 19:30:00,2021-01-27 19:29:00,SCT3,Starboard,"Rotterdam, Netherlands",R03/S03,2879.0,"9,200","112,063","107,849",Panama,2008.0,1.0,Samsung HI,MSC,0,Pending,0,16.0
MSC ASYA - R12/S12,msc asya,IPAK,2021-03-22 19:30:00,2021-03-22 22:50:00,SCT3,Starboard,"Rotterdam, Netherlands",R12/S12,200.0,"9,200","112,063","107,849",Panama,2008.0,1.0,Samsung HI,MSC,0,Pending,0,13.0
MSC ASYA - R20/S20,msc asya,IPAK,2021-05-17 19:30:00,2021-05-17 21:52:00,SCT2,Starboard,"Rotterdam, Netherlands",R20/S20,142.0,"9,200","112,063","107,849",Panama,2008.0,1.0,Samsung HI,MSC,0,Pending,0,13.0
MSC ASYA - R32/S32,msc asya,EPIC1,2020-08-10 19:30:00,2020-08-11 05:07:00,SCT2,Starboard,"Rotterdam, Netherlands",R32/S32,577.0,"9,200","112,063","107,849",Panama,2008.0,1.0,Samsung HI,MSC,0,Pending,0,17.0
MSC ASYA - R48/S48,msc asya,EPIC1,2020-11-30 19:00:00,2020-12-01 17:30:00,SCT3,Starboard,"Rotterdam, Netherlands",R48/S48,1350.0,"9,200","112,063","107,849",Panama,2008.0,1.0,Samsung HI,MSC,0,Pending,0,16.0
MSC BUSAN - R35/S35,msc busan,IPAK,2021-08-30 19:30:00,2021-09-01 06:47:00,SCT3,Starboard,"Rotterdam, Netherlands",R35/S35,2117.0,"8,089","104,904","89,954",Madeira,2005.0,10.0,HHIC (Yeongdo),Reederei C-P Offen,0,0,0,16.0
MSC ELLEN - R37/S37,msc ellen,IPAK,2021-09-17 22:00:00,2021-09-18 13:00:00,SCT2,Starboard,"Rotterdam, Netherlands",R37/S37,900.0,"9,640","104,750","91,560",Liberia,1999.0,6.0,Odense Lindo,MSC,0,0,0,8.0
MSC ESTHI - R08/S08,msc esthi,IPAK,2021-02-22 19:30:00,2021-02-23 07:10:00,SCT3,Starboard,"Rotterdam, Netherlands",R08/S08,700.0,"9,200","110,838","107,849",Panama,2006.0,5.0,Samsung HI,MSC,0,Fitted,0,13.0
MSC ESTHI - R16/S16,msc esthi,IPAK,2021-04-19 19:30:00,2021-04-19 21:01:00,SCT2,Starboard,"Rotterdam, Netherlands",R16/S16,91.0,"9,200","110,838","107,849",Panama,2006.0,5.0,Samsung HI,MSC,0,Fitted,0,15.0
MSC ESTHI - R24/S24,msc esthi,IPAK,2021-06-14 19:30:00,2021-06-14 21:15:00,SCT2,Starboard,"Rotterdam, Netherlands",R24/S24,105.0,"9,200","110,838","107,849",Panama,2006.0,5.0,Samsung HI,MSC,0,Fitted,0,16.0
MSC ESTHI - R28/S28,msc esthi,EPIC1,2020-07-13 19:30:00,2020-07-13 23:30:00,SCT3,Starboard,"Rotterdam, Netherlands",R28/S28,240.0,"9,200","110,838","107,849",Panama,2006.0,5.0,Samsung HI,MSC,0,Fitted,0,10.0
MSC ESTHI - R32/S32,msc esthi,IPAK,2021-08-09 19:30:00,2021-08-09 22:28:00,SCT3,Starboard,"Rotterdam, Netherlands",R32/S32,178.0,"9,200","110,838","107,849",Panama,2006.0,5.0,Samsung HI,MSC,0,Fitted,0,16.0
MSC ESTHI - R36/S36,msc esthi,EPIC1,2020-09-07 19:00:00,2020-09-11 14:05:00,SCT2,Starboard,"Rotterdam, Netherlands",R36/S36,5465.0,"9,200","110,838","107,849",Panama,2006.0,5.0,Samsung HI,MSC,0,Fitted,0,14.0
MSC ESTHI - R44/S44,msc esthi,EPIC1,2020-11-02 19:00:00,2020-11-02 21:25:00,SCT3,Starboard,"Rotterdam, Netherlands",R44/S44,145.0,"9,200","110,838","107,849",Panama,2006.0,5.0,Samsung HI,MSC,0,Fitted,0,14.0
MSC ESTHI - R52/S52,msc esthi,EPIC1,2020-12-28 19:00:00,2020-12-28 19:31:00,SCT3,Starboard,"Rotterdam, Netherlands",R52/S52,31.0,"9,200","110,838","107,849",Panama,2006.0,5.0,Samsung HI,MSC,0,Fitted,0,14.0
MSC GIULIA - R51/S51,msc giulia,EPIC1,2020-12-21 19:01:00,2020-12-21 17:45:00,SCT3,Starboard,"Rotterdam, Netherlands",R51/S51,-76.0,"9,411","125,000","96,816",Madeira,2017.0,5.0,Jinhai Heavy Ind,MSC,0,0,Eco – Electronic Engine Modern,12.0
MSC LISBON - R30/S30,msc lisbon,EPIC1,2020-07-27 19:30:00,2020-07-29 21:45:00,SCT2,Starboard,"Rotterdam, Netherlands",R30/S30,3015.0,"9,178","110,697","107,849",Liberia,2007.0,3.0,Samsung HI,Tufton,0,Fitted,0,13.0
MSC LISBON - R31/S31,msc lisbon,IPAK,2021-08-02 19:30:00,2021-08-02 21:48:00,SCT1,Starboard,"Rotterdam, Netherlands",R31/S31,138.0,"9,178","110,697","107,849",Liberia,2007.0,3.0,Samsung HI,Tufton,0,Fitted,0,14.0
MSC LISBON - R38/S38,msc lisbon,EPIC1,2020-09-21 19:00:00,2020-09-23 02:19:00,SCT3,Starboard,"Rotterdam, Netherlands",R38/S38,1879.0,"9,178","110,697","107,849",Liberia,2007.0,3.0,Samsung HI,Tufton,0,Fitted,0,12.0
MSC LISBON - R46/S46,msc lisbon,EPIC1,2020-11-16 19:00:00,2020-11-16 18:45:00,SCT3,Starboard,"Rotterdam, Netherlands",R46/S46,-15.0,"9,178","110,697","107,849",Liberia,2007.0,3.0,Samsung HI,Tufton,0,Fitted,0,12.0
MSC LUCY - R06/S06,msc lucy,EPIC1,2021-02-08 19:30:00,2021-02-09 21:20:00,SCT3,Starboard,"Rotterdam, Netherlands",R06/S06,1550.0,"8,034","104,954","89,954",Panama,2005.0,5.0,HHIC (Yeongdo),MSC,0,Fitted,0,10.0
MSC LUCY - R13/S13,msc lucy,IPAK,2021-03-29 19:30:00,2021-03-31 09:20:00,SCT3,Starboard,"Rotterdam, Netherlands",R13/S13,2270.0,"8,034","104,954","89,954",Panama,2005.0,5.0,HHIC (Yeongdo),MSC,0,Fitted,0,10.0
MSC LUCY - R21/S21,msc lucy,IPAK,2021-05-24 19:30:00,2021-05-24 19:52:00,SCT3,Starboard,"Rotterdam, Netherlands",R21/S21,22.0,"8,034","104,954","89,954",Panama,2005.0,5.0,HHIC (Yeongdo),MSC,0,Fitted,0,15.0
MSC LUCY - R30/S30,msc lucy,IPAK,2021-07-26 19:30:00,2021-07-27 04:50:00,SCT3,Starboard,"Rotterdam, Netherlands",R30/S30,560.0,"8,034","104,954","89,954",Panama,2005.0,5.0,HHIC (Yeongdo),MSC,0,Fitted,0,12.0
MSC PINA - R02/S02,msc pina,EPIC1,2021-01-18 19:30:00,2021-01-19 04:05:00,SCT3,Starboard,"Rotterdam, Netherlands",R02/S02,515.0,"9,200","112,053","107,849",Panama,2007.0,7.0,Samsung HI,MSC,0,Pending,0,14.0
MSC PINA - R11/S11,msc pina,IPAK,2021-03-15 19:30:00,2021-03-16 10:15:00,SCT3,Starboard,"Rotterdam, Netherlands",R11/S11,885.0,"9,200","112,053","107,849",Panama,2007.0,7.0,Samsung HI,MSC,0,Pending,0,16.0
MSC PINA - R19/S19,msc pina,IPAK,2021-05-10 19:30:00,2021-05-11 01:45:00,SCT2,Starboard,"Rotterdam, Netherlands",R19/S19,375.0,"9,200","112,053","107,849",Panama,2007.0,7.0,Samsung HI,MSC,0,Pending,0,16.0
MSC PINA - R31/S31,msc pina,EPIC1,2020-08-03 19:30:00,2020-08-04 03:30:00,SCT2,Starboard,"Rotterdam, Netherlands",R31/S31,480.0,"9,200","112,053","107,849",Panama,2007.0,7.0,Samsung HI,MSC,0,Pending,0,15.0
MSC PINA - R39/S39,msc pina,EPIC1,2020-09-28 19:00:00,2020-09-28 23:59:00,SCT3,Starboard,"Rotterdam, Netherlands",R39/S39,299.0,"9,200","112,053","107,849",Panama,2007.0,7.0,Samsung HI,MSC,0,Pending,0,14.0
MSC PINA - R47/S47,msc pina,EPIC1,2020-11-23 19:00:00,2020-11-24 00:01:00,SCT3,Starboard,"Rotterdam, Netherlands",R47/S47,301.0,"9,200","112,053","107,849",Panama,2007.0,7.0,Samsung HI,MSC,0,Pending,0,14.0
MSC ROMA - R09/S09,msc roma,IPAK,2021-03-01 19:30:00,2021-03-02 21:05:00,SCT3,Starboard,"Rotterdam, Netherlands",R09/S09,1535.0,"9,178","110,634","107,849",Liberia,2006.0,12.0,Samsung HI,Tufton,0,Fitted,0,10.0
MSC ROMA - R18/S18,msc roma,IPAK,2021-05-03 19:30:00,2021-05-05 00:34:00,SCT3,Starboard,"Rotterdam, Netherlands",R18/S18,1744.0,"9,178","110,634","107,849",Liberia,2006.0,12.0,Samsung HI,Tufton,0,Fitted,0,14.0
MSC STELLA - R25/S25,msc stella,IPAK,2021-06-21 19:30:00,2021-06-21 17:45:00,SCT2,Starboard,"Rotterdam, Netherlands",R25/S25,-105.0,"6,402","85,680","73,819",Panama,2004.0,6.0,Hyundai Samho HI,MSC,0,Fitted,0,17.0
MSC TEXAS - R29/S29,msc texas,IPAK,2021-07-21 07:30:00,2021-07-21 18:00:00,SCT3,Starboard,"Rotterdam, Netherlands",R29/S29,630.0,"8,269","100,680","91,649",Liberia,2006.0,11.0,Hyundai Samho HI,MSC,0,0,0,11.0
MSC TEXAS - R38/S38,msc texas,IPAK,2021-09-22 07:30:00,2021-09-25 15:50:00,SCT3,Starboard,"Rotterdam, Netherlands",R38/S38,4820.0,"8,269","100,680","91,649",Liberia,2006.0,11.0,Hyundai Samho HI,MSC,0,0,0,12.0
