Ship_ID,Vessel Name,Service,Phase,ETA,ATA,Berth,Side to,ETD,Next port of call,Ref,Recording,SN_No.,Delay
GREETJE - 29A/29A,GREETJE,ISX3A,ARRIVED,2020-09-21 19:30:00,2020-09-21 15:39:00,SCT4,Starboard,2020-09-22 07:30:00,"Belfast, United Kingdom",29A/29A,2020-09-20 00:00:00,3093,-231.0
GREETJE - 29C/29C,GREETJE,ISX4,ARRIVED,2020-07-21 22:00:00,2020-07-21 19:06:00,SCT3,Starboard,2020-07-23 07:30:00,"Cork, Ireland",29C/29C,2020-07-10 00:00:00,1217,-174.0
GREETJE - 30A/30A,GREETJE,ISX3A,ARRIVED,2020-10-02 07:30:00,2020-10-03 15:20:00,SCT4,Starboard,2020-10-03 07:30:00,"Belfast, United Kingdom",30A/30A,2020-09-20 00:00:00,3047,1910.0
GREETJE - 30C/30C,GREETJE,ISX4,ARRIVED,2020-07-28 19:30:00,2020-07-28 06:45:00,SCT3,Starboard,2020-07-29 07:30:00,"Cork, Ireland",30C/30C,2020-07-15 00:00:00,1972,-765.0
GREETJE - 31A/31A,GREETJE,ISX3A,ARRIVED,2020-10-08 19:30:00,2020-10-11 12:45:00,SCT4,Starboard,2020-10-09 19:30:00,"Belfast, United Kingdom",31A/31A,2020-09-25 00:00:00,3949,3915.0
GREETJE - 31C/31C,GREETJE,ISX4,ARRIVED,2020-08-04 19:30:00,2020-08-05 03:30:00,SCT4,Starboard,2020-08-05 07:30:00,"Cork, Ireland",31C/31C,2020-07-25 00:00:00,3681,480.0
GREETJE - 32A/32A,GREETJE,ISX3A,ARRIVED,2020-10-17 07:30:00,2020-10-19 05:05:00,SCT4,Starboard,2020-10-17 19:30:00,"Belfast, United Kingdom",32A/32A,2020-10-05 00:00:00,671,2735.0
GREETJE - 32C/32C,GREETJE,ISX4,ARRIVED,2020-08-11 19:30:00,2020-08-12 01:47:00,SCT4,Starboard,2020-08-12 07:30:00,"Cork, Ireland",32C/32C,2020-07-25 00:00:00,3696,377.0
GREETJE - 33A/33A,GREETJE,ISX3A,ARRIVED,2020-10-24 19:30:00,2020-11-01 01:36:00,SCT3,Starboard,2020-10-25 19:30:00,"Belfast, United Kingdom",33A/33A,2020-10-15 00:00:00,2267,10446.0
GREETJE - 33C/33C,GREETJE,ISX4,ARRIVED,2020-08-18 19:00:00,2020-08-19 21:20:00,SCT3,Starboard,2020-08-19 07:00:00,"Cork, Ireland",33C/33C,2020-08-15 00:00:00,2097,1580.0
GREETJE - 34A/34A,GREETJE,ISX3A,ARRIVED,2020-10-31 07:30:00,2020-11-09 15:00:00,SCT4,Starboard,2020-11-01 07:30:00,"Belfast, United Kingdom",34A/34A,2020-10-15 00:00:00,2285,13410.0
GREETJE - 34C/34C,GREETJE,ISX4,ARRIVED,2020-08-25 19:00:00,2020-08-28 05:25:00,SCT3,Starboard,2020-08-26 07:00:00,"Cork, Ireland",34C/34C,2020-08-15 00:00:00,2054,3505.0
GREETJE - 35A/35A,GREETJE,ISX3A,ARRIVED,2020-11-08 19:30:00,2020-11-17 23:45:00,SCT4,Starboard,2020-11-09 19:30:00,"Belfast, United Kingdom",35A/35A,2020-10-25 00:00:00,4054,13215.0
GREETJE - 35C/35C,GREETJE,ISX4,ARRIVED,2020-09-02 07:00:00,2020-09-04 07:30:00,SCT4,Starboard,2020-09-03 07:00:00,"Cork, Ireland",35C/35C,2020-08-25 00:00:00,3835,2910.0
GREETJE - 36A/36A,GREETJE,ISX3A,ARRIVED,2020-11-23 07:30:00,2020-11-27 07:37:00,SCT4,Starboard,2020-11-24 07:30:00,"Belfast, United Kingdom",36A/36A,2020-11-10 00:00:00,1552,5767.0
GREETJE - 38D/38D,GREETJE,ISX5,ARRIVED,2020-09-09 07:30:00,2020-09-10 07:05:00,SCT4,Starboard,2020-09-10 07:30:00,"Dublin, Ireland",38D/38D,2020-08-30 00:00:00,4609,1415.0
GREETJE - 39D/39D,GREETJE,ISX5,ARRIVED,2020-09-14 07:30:00,2020-09-15 08:10:00,SCT4,Starboard,2020-09-15 07:30:00,"Dublin, Ireland",39D/39D,2020-08-30 00:00:00,4591,1480.0
HARTLAND POINT - X07/X07,HARTLAND POINT,ADHOC,ARRIVED,2021-03-11 07:30:00,2021-03-25 04:00:00,SCT4,Starboard,2021-03-11 19:30:00,"OPTIONAL,",X07/X07,2021-03-10 00:00:00,1002,19950.0
HARTLAND POINT - X13/X13,HARTLAND POINT,ADHOC,ARRIVED,2021-05-20 07:30:00,2021-05-24 12:00:00,SCT1,Starboard,2021-05-20 19:30:00,"OPTIONAL,",X13/X13,2021-05-15 00:00:00,1881,6030.0
HELGA - 01D/01D,HELGA,ISX5,ARRIVED,2021-01-04 07:00:00,2021-01-04 13:00:00,SCT1,Starboard,2021-01-05 07:00:00,"Dublin, Ireland",01D/01D,2020-12-20 00:00:00,3283,360.0
HELGA - 02D/02D,HELGA,ISX5,ARRIVED,2021-01-11 19:30:00,2021-01-12 13:35:00,SCT1,Starboard,2021-01-12 19:30:00,"Dublin, Ireland",02D/02D,2020-12-30 00:00:00,4936,1085.0
HELGA - 03D/03D,HELGA,ISX5,ARRIVED,2021-01-18 19:30:00,2021-01-22 18:15:00,SCT1,Starboard,2021-01-19 19:30:00,"Dublin, Ireland",03D/03D,2021-01-05 00:00:00,67,5685.0
HELGA - 04D/04D,HELGA,ISX5,ARRIVED,2021-01-25 19:30:00,2021-02-05 01:36:00,SCT1,Starboard,2021-01-26 19:30:00,"Dublin, Ireland",04D/04D,2021-01-15 00:00:00,1620,14766.0
HELGA - 05D/05D,HELGA,ISX5,ARRIVED,2021-02-01 19:30:00,2021-02-18 22:35:00,SCT1,Starboard,2021-02-02 19:30:00,"Dublin, Ireland",05D/05D,2021-01-20 00:00:00,2489,24665.0
HELGA - 06D/06D,HELGA,ISX5,ARRIVED,2021-02-09 19:30:00,2021-03-03 18:05:00,SCT1,Starboard,2021-02-10 19:30:00,"Dublin, Ireland",06D/06D,2021-01-25 00:00:00,3346,31595.0
HELGA - 07D/07D,HELGA,ISX5,ARRIVED,2021-02-26 19:30:00,2021-03-15 05:00:00,SCT1,Starboard,2021-02-26 19:30:00,"Dublin, Ireland",07D/07D,2021-02-15 00:00:00,1684,23610.0
HELGA - 08D/08D,HELGA,ISX5,ARRIVED,2021-03-16 19:30:00,2021-03-22 07:30:00,SCT1,Starboard,2021-03-17 19:30:00,"Dublin, Ireland",08D/08D,2021-03-05 00:00:00,177,7920.0
HELGA - 09D/09D,HELGA,ISX5,ARRIVED,2021-03-25 07:30:00,2021-03-29 21:10:00,SCT1,Starboard,2021-03-26 07:30:00,"Dublin, Ireland",09D/09D,2021-03-10 00:00:00,986,6580.0
HELGA - 10D/10D,HELGA,ISX5,ARRIVED,2021-04-05 19:30:00,2021-04-07 01:36:00,SCT1,Starboard,2021-04-06 19:30:00,"Dublin, Ireland",10D/10D,2021-03-20 00:00:00,2610,1806.0
HELGA - 11D/11D,HELGA,ISX3A,ARRIVED,2021-04-11 19:30:00,2021-04-12 18:54:00,SCT1,Starboard,2021-04-12 19:30:00,"Belfast, United Kingdom",11D/11D,2021-03-31 00:00:00,4997,1404.0
HELGA - 12A/12A,HELGA,ISX3,ARRIVED,2021-04-21 19:30:00,2021-04-22 14:50:00,SCT1,Starboard,2021-04-22 19:30:00,"Rotterdam, Netherlands",12A/12A,2021-04-10 00:00:00,1038,1160.0
HELGA - 21A/21A,HELGA,ISX3,ARRIVED,2021-05-15 07:30:00,2021-05-25 01:18:00,SCT1,Starboard,2021-05-16 07:30:00,"Rotterdam, Netherlands",21A/21A,2021-05-10 00:00:00,1082,14028.0
HELGA - 21B/21B,HELGA,ISX3B,ARRIVED,2020-07-10 07:30:00,2020-07-10 13:41:00,SCT3,Starboard,2020-07-11 07:30:00,"Liverpool, United Kingdom",21B/21B,2020-07-04 00:00:00,24,371.0
HELGA - 22B/22B,HELGA,ISX3B,ARRIVED,2020-07-18 07:30:00,2020-07-20 14:45:00,SCT4,Starboard,2020-07-19 07:30:00,"Liverpool, United Kingdom",22B/22B,2020-07-10 00:00:00,1199,3315.0
HELGA - 23B/23B,HELGA,ISX3B,ARRIVED,2020-07-23 19:30:00,2020-07-30 12:40:00,SCT4,Starboard,2020-07-24 19:30:00,"Liverpool, United Kingdom",23B/23B,2020-07-15 00:00:00,1979,9670.0
HELGA - 24B/24B,HELGA,ISX3B,ARRIVED,2020-07-29 07:30:00,2020-08-09 05:45:00,SCT4,Starboard,2020-07-30 07:30:00,"Liverpool, United Kingdom",24B/24B,2020-07-15 00:00:00,1974,15735.0
HELGA - 25B/25B,HELGA,ISX3B,ARRIVED,2020-08-08 07:30:00,2020-08-18 13:53:00,SCT4,Starboard,2020-08-09 07:30:00,"Liverpool, United Kingdom",25B/25B,2020-07-25 00:00:00,3689,14783.0
HELGA - 26B/26B,HELGA,ISX3B,ARRIVED,2020-08-14 07:30:00,2020-08-28 06:45:00,SCT4,Starboard,2020-08-15 07:30:00,"Liverpool, United Kingdom",26B/26B,2020-07-30 00:00:00,4516,20115.0
HELGA - 27B/27B,HELGA,ISX3B,ARRIVED,2020-08-25 07:30:00,2020-09-05 07:00:00,SCT4,Starboard,2020-08-26 07:30:00,"Liverpool, United Kingdom",27B/27B,2020-08-15 00:00:00,2058,15810.0
HELGA - 28B/28B,HELGA,ISX3B,ARRIVED,2020-08-29 07:30:00,2020-09-14 05:30:00,SCT4,Starboard,2020-08-30 07:30:00,"Liverpool, United Kingdom",28B/28B,2020-08-15 00:00:00,2108,22920.0
HELGA - 29A/29A,HELGA,ISX3,ARRIVED,2021-06-08 19:30:00,2021-06-10 11:10:00,SCT1,Starboard,2021-06-09 19:30:00,"Rotterdam, Netherlands",29A/29A,2021-05-30 00:00:00,4383,2380.0
HELGA - 33A/33A,HELGA,ISX3,ARRIVED,2021-06-21 19:30:00,2021-06-23 08:20:00,SCT1,Starboard,2021-06-22 19:30:00,"Rotterdam, Netherlands",33A/33A,2021-06-10 00:00:00,1142,2210.0
HELGA - 36A/36A,HELGA,ISX3,ARRIVED,2021-06-27 19:30:00,2021-07-01 05:20:00,SCT1,Starboard,2021-06-28 19:30:00,"Rotterdam, Netherlands",36A/36A,2021-06-10 00:00:00,1155,4910.0
HELGA - 40A/40A,HELGA,ISX3,ARRIVED,2021-07-08 19:30:00,2021-07-15 06:15:00,SCT1,Portside,2021-07-09 19:30:00,"Rotterdam, Netherlands",40A/40A,2021-06-25 00:00:00,3610,9285.0
HELGA - 40D/40D,HELGA,ISX5,ARRIVED,2020-09-23 07:31:00,2020-09-23 12:47:00,SCT4,Starboard,2020-09-23 19:31:00,"Dublin, Ireland",40D/40D,2020-09-20 00:00:00,3087,316.0
HELGA - 41D/41D,HELGA,ISX5,ARRIVED,2020-09-28 19:31:00,2020-10-01 23:55:00,SCT4,Starboard,2020-09-29 19:31:00,"Dublin, Ireland",41D/41D,2020-09-20 00:00:00,3055,4584.0
HELGA - 42D/42D,HELGA,ISX5,ARRIVED,2020-10-08 07:31:00,2020-10-13 18:45:00,SCT4,Starboard,2020-10-09 07:30:00,"Dublin, Ireland",42D/42D,2020-10-05 00:00:00,666,7874.0
HELGA - 43D/43D,HELGA,ISX5,ARRIVED,2020-10-07 19:31:00,2020-10-20 07:40:00,SCT4,Starboard,2020-10-08 19:30:00,"Dublin, Ireland",43D/43D,2020-09-25 00:00:00,3916,18009.0
HELGA - 44D/44D,HELGA,ISX5,ARRIVED,2020-10-22 19:30:00,2020-10-28 03:38:00,SCT4,Starboard,2020-10-23 19:30:00,"Dublin, Ireland",44D/44D,2020-10-10 00:00:00,1500,7688.0
HELGA - 45A/45A,HELGA,ISX3,ARRIVED,2021-07-29 07:30:00,2021-07-28 02:50:00,SCT4,Starboard,2021-07-30 07:30:00,"Rotterdam, Netherlands",45A/45A,2021-07-15 00:00:00,2027,-1720.0
HELGA - 45D/45D,HELGA,ISX5,ARRIVED,2020-11-03 07:30:00,2020-11-04 23:50:00,SCT4,Starboard,2020-11-03 19:30:00,"Dublin, Ireland",45D/45D,2020-10-20 00:00:00,3200,2420.0
HELGA - 46D/46D,HELGA,ISX5,ARRIVED,2020-11-11 07:30:00,2020-11-11 02:25:00,SCT4,Starboard,2020-11-12 07:30:00,"Dublin, Ireland",46D/46D,2020-10-30 00:00:00,4799,-305.0
HELGA - 47D/47D,HELGA,ISX5,ARRIVED,2020-11-16 19:30:00,2020-11-18 17:00:00,SCT4,Starboard,2020-11-17 19:30:00,"Dublin, Ireland",47D/47D,2020-11-05 00:00:00,789,2730.0
HELGA - 48D/48D,HELGA,ISX5,ARRIVED,2020-11-24 07:30:00,2020-11-24 22:35:00,SCT4,Starboard,2020-11-24 19:30:00,"Dublin, Ireland",48D/48D,2020-11-10 00:00:00,1558,905.0
HELGA - 49A/49A,HELGA,ISX3,ARRIVED,2021-08-04 19:30:00,2021-08-05 17:00:00,SCT4,Starboard,2021-08-05 19:30:00,"Rotterdam, Netherlands",49A/49A,2021-07-20 00:00:00,2894,1290.0
HELGA - 49D/49D,HELGA,ISX5,ARRIVED,2020-11-30 07:30:00,2020-12-05 18:30:00,SCT1,Starboard,2020-11-30 19:30:00,"Dublin, Ireland",49D/49D,2020-11-15 00:00:00,2415,7860.0
HELGA - 50D/50D,HELGA,ISX5,ARRIVED,2020-12-07 19:00:00,2020-12-13 23:22:00,SCT1,Starboard,2020-12-08 19:00:00,"Dublin, Ireland",50D/50D,2020-11-30 00:00:00,4898,8902.0
HELGA - 51D/51D,HELGA,ISX5,ARRIVED,2020-12-14 19:00:00,2020-12-22 19:10:00,SCT1,Starboard,2020-12-15 19:00:00,"Dublin, Ireland",51D/51D,2020-11-30 00:00:00,4881,11530.0
HELGA - 52A/52A,HELGA,ISX3,ARRIVED,2021-08-18 07:30:00,2021-08-18 01:00:00,SCT4,Starboard,2021-08-19 07:30:00,"Rotterdam, Netherlands",52A/52A,2021-08-05 00:00:00,507,-390.0
HELGA - 52D/52D,HELGA,ISX5,ARRIVED,2020-12-28 07:00:00,2020-12-27 12:30:00,SCT1,Starboard,2020-12-29 07:00:00,"Dublin, Ireland",52D/52D,2020-12-15 00:00:00,2432,-1110.0
HELGA - 54A/54A,HELGA,ISX3,ARRIVED,2021-08-24 14:00:00,2021-08-25 00:42:00,SCT4,Starboard,2021-08-25 14:00:00,"Rotterdam, Netherlands",54A/54A,2021-08-10 00:00:00,1334,642.0
HELGA - X37/X37,HELGA,ISX5,ARRIVED,2020-09-25 09:00:00,2020-09-25 08:14:00,SCT3,Starboard,2020-09-26 04:00:00,"Dublin, Ireland",X37/X37,2020-09-25 00:00:00,3939,-46.0
HELMUT - 18A/18A,HELMUT,ISX3,ARRIVED,2021-05-04 19:30:00,2021-05-05 11:00:00,SCT1,Starboard,2021-05-05 19:30:00,"Rotterdam, Netherlands",18A/18A,2021-04-20 00:00:00,2689,930.0
HELMUT - 20A/20A,HELMUT,ISX3,ARRIVED,2021-05-09 19:30:00,2021-05-11 00:15:00,SCT1,Starboard,2021-05-10 07:30:00,"Rotterdam, Netherlands",20A/20A,2021-04-25 00:00:00,3544,1725.0
HELMUT - 22A/22A,HELMUT,ISX3,ARRIVED,2021-05-19 19:30:00,2021-05-26 00:40:00,SCT1,Starboard,2021-05-20 19:30:00,"Rotterdam, Netherlands",22A/22A,2021-05-10 00:00:00,1129,8950.0
HELMUT - 27A/27A,HELMUT,ISX3,ARRIVED,2021-06-05 07:30:00,2021-06-08 06:00:00,SCT1,Starboard,2021-06-06 07:30:00,"Rotterdam, Netherlands",27A/27A,2021-05-25 00:00:00,3560,4230.0
HELMUT - 30A/30A,HELMUT,ISX3,ARRIVED,2021-06-11 19:30:00,2021-06-14 07:10:00,SCT1,Starboard,2021-06-12 19:30:00,"Rotterdam, Netherlands",30A/30A,2021-05-30 00:00:00,4406,3580.0
HELMUT - 34A/34A,HELMUT,ISX3,ARRIVED,2021-06-23 19:30:00,2021-07-01 21:45:00,SCT1,Starboard,2021-06-24 19:30:00,"Rotterdam, Netherlands",34A/34A,2021-06-10 00:00:00,1149,11655.0
HELMUT - 39A/39A,HELMUT,ISX3,ARRIVED,2021-07-10 07:30:00,2021-07-18 14:07:00,SCT1,Portside,2021-07-11 07:30:00,"Rotterdam, Netherlands",39A/39A,2021-06-30 00:00:00,4441,11917.0
HELMUT - 42A/42A,HELMUT,ISX3,ARRIVED,2021-07-13 07:30:00,2021-07-29 00:30:00,SCT1,Starboard,2021-07-14 07:30:00,"Rotterdam, Netherlands",42A/42A,2021-06-30 00:00:00,4435,22620.0
HELMUT - 46A/46A,HELMUT,ISX3,ARRIVED,2021-08-05 19:30:00,2021-08-11 19:30:00,SCT4,Starboard,2021-08-06 19:30:00,"Rotterdam, Netherlands",46A/46A,2021-07-20 00:00:00,2892,8640.0
HELMUT - 51A/51A,HELMUT,ISX3,ARRIVED,2021-08-11 07:30:00,2021-08-19 21:40:00,SCT4,Starboard,2021-08-12 07:30:00,"Rotterdam, Netherlands",51A/51A,2021-07-30 00:00:00,4561,12370.0
HELMUT - 56A/56A,HELMUT,ISX3,ARRIVED,2021-08-29 07:30:00,2021-09-05 01:46:00,SCT3,Starboard,2021-08-30 07:30:00,"Rotterdam, Netherlands",56A/56A,2021-08-15 00:00:00,2134,9736.0
HELMUT - 61A/61A,HELMUT,ISX3,ARRIVED,2021-09-11 07:30:00,2021-09-20 07:30:00,SCT4,Starboard,2021-09-12 07:30:00,"Rotterdam, Netherlands",61A/61A,2021-08-30 00:00:00,4675,12960.0
HELMUT - 65A/65A,HELMUT,ISX3,ARRIVED,2021-09-21 19:30:00,2021-09-26 07:00:00,SCT4,Starboard,2021-09-22 19:30:00,"Rotterdam, Netherlands",65A/65A,2021-09-10 00:00:00,1470,6450.0
HERTA - X35/X35,HERTA,CULINES,ARRIVED,2021-09-30 07:30:00,2021-10-01 19:21:00,SCT2,Starboard,2021-09-30 19:30:00,"Rotterdam, Netherlands",X35/X35,2021-09-15 00:00:00,2239,2151.0
HMM COPENHAGEN - C03/D03,HMM COPENHAGEN,FE2,ARRIVED,2021-01-28 19:30:00,2021-02-08 07:27:00,SCT5,Starboard,2021-01-30 19:30:00,"Hamburg, Germany",C03/D03,2021-01-15 00:00:00,1626,15117.0
