Vessel Name,Service,Phase,ETA,Berth,Side to,ETD,Next port of call,Ref,Recording,SN_No.,Ship_ID
NYK METEOR,AL5,ARRIVED,2021-08-20 11:50:00,SCT2,Starboard,2021-08-21 07:48:00,"Rotterdam, Netherlands",K23/L23,2021-08-25 00:00:00,3894,NYK METEOR - K23/L23
NYK METEOR,AL5,INBOUND,2020-09-14 19:00:00,SCT1,Starboard,2020-09-15 07:00:00,"Rotterdam, Netherlands",K39/L39,2020-08-30 00:00:00,4579,NYK METEOR - K39/L39
NYK METEOR,AL5,ARRIVED,2020-09-13 21:46:00,SCT3,Starboard,2020-09-14 12:25:00,"Rotterdam, Netherlands",K39/L39,2020-09-15 00:00:00,2198,NYK METEOR - K39/L39
NYK METEOR,AL5,INBOUND,2020-12-02 07:30:00,SCT3,Starboard,2020-12-02 19:30:00,"Rotterdam, Netherlands",K51/L51,2020-11-15 00:00:00,2409,NYK METEOR - K51/L51
NYK METEOR,AL5,ARRIVED,2020-12-16 11:54:00,SCT3,Starboard,2020-12-17 05:40:00,"Rotterdam, Netherlands",K51/L51,2020-12-20 00:00:00,3272,NYK METEOR - K51/L51
NYK NEBULA,AL5,INBOUND,2021-04-25 19:30:00,SCT3,Starboard,2021-04-26 07:30:00,"Rotterdam, Netherlands",K09/L09,2021-04-15 00:00:00,1804,NYK NEBULA - K09/L09
NYK NEBULA,AL5,ARRIVED,2021-04-25 13:45:00,SCT3,Starboard,2021-04-26 12:30:00,"Rotterdam, Netherlands",K09/L09,2021-04-30 00:00:00,4331,NYK NEBULA - K09/L09
NYK NEBULA,AL5,INBOUND,2021-07-19 19:30:00,SCT3,Starboard,2021-07-20 07:30:00,"Rotterdam, Netherlands",K20/L20,2021-07-05 00:00:00,392,NYK NEBULA - K20/L20
NYK NEBULA,AL5,ARRIVED,2021-07-24 07:32:00,SCT3,Starboard,2021-07-24 21:30:00,"Rotterdam, Netherlands",K20/L20,2021-07-25 00:00:00,3760,NYK NEBULA - K20/L20
NYK NEBULA,AL5,INBOUND,2020-07-13 19:00:00,SCT1,Starboard,2020-07-14 07:00:00,"Rotterdam, Netherlands",K30/L30,2020-07-04 00:00:00,14,NYK NEBULA - K30/L30
NYK NEBULA,AL5,ARRIVED,2020-07-13 12:30:00,SCT1,Starboard,2020-07-14 07:40:00,"Rotterdam, Netherlands",K30/L30,2020-07-15 00:00:00,2001,NYK NEBULA - K30/L30
NYK NEBULA,AL5,INBOUND,2020-09-27 19:30:00,SCT1,Starboard,2020-09-28 07:30:00,"Rotterdam, Netherlands",K41/L41,2020-09-15 00:00:00,2175,NYK NEBULA - K41/L41
NYK NEBULA,AL5,ARRIVED,2020-10-03 20:40:00,SCT1,Starboard,2020-10-04 12:00:00,"Rotterdam, Netherlands",K41/L41,2020-10-05 00:00:00,651,NYK NEBULA - K41/L41
NYK NEBULA,AL5,INBOUND,2020-12-13 19:30:00,SCT3,Starboard,2020-12-14 07:30:00,"Rotterdam, Netherlands",K53/L53,2020-11-15 00:00:00,2349,NYK NEBULA - K53/L53
NYK NEBULA,AL5,ARRIVED,2020-12-20 20:30:00,SCT3,Starboard,2020-12-21 08:04:00,"Rotterdam, Netherlands",K53/L53,2020-12-25 00:00:00,4128,NYK NEBULA - K53/L53
NYK OWL,FP2,INBOUND,2020-10-29 23:30:00,SCT2,Starboard,2020-10-31 07:30:00,"Jeddah, Saudi Arabia",G38/H38,2020-10-15 00:00:00,2282,NYK OWL - G38/H38
NYK OWL,FP2,ARRIVED,2020-11-02 15:53:00,SCT2,Starboard,2020-11-07 03:00:00,"Jeddah, Saudi Arabia",G38/H38,2020-11-05 00:00:00,768,NYK OWL - G38/H38
NYK REMUS,AL5,INBOUND,2021-04-28 07:30:00,SCT3,Starboard,2021-04-28 19:30:00,"Rotterdam, Netherlands",K10/L10,2021-04-15 00:00:00,1806,NYK REMUS - K10/L10
NYK REMUS,AL5,ARRIVED,2021-05-02 14:00:00,SCT3,Starboard,2021-05-03 09:27:00,"Rotterdam, Netherlands",K10/L10,2021-05-05 00:00:00,295,NYK REMUS - K10/L10
NYK REMUS,AL5,INBOUND,2020-07-20 19:00:00,SCT1,Starboard,2020-07-21 07:00:00,"Rotterdam, Netherlands",K31/L31,2020-07-10 00:00:00,1200,NYK REMUS - K31/L31
NYK REMUS,AL5,ARRIVED,2020-07-21 06:00:00,SCT5,Starboard,2020-07-21 21:05:00,"Rotterdam, Netherlands",K31/L31,2020-07-25 00:00:00,3666,NYK REMUS - K31/L31
NYK REMUS,AL5,INBOUND,2020-10-04 19:30:00,SCT1,Starboard,2020-10-05 07:30:00,"Rotterdam, Netherlands",K42/L42,2020-09-20 00:00:00,3072,NYK REMUS - K42/L42
NYK REMUS,AL5,ARRIVED,2020-10-06 23:35:00,SCT3,Starboard,2020-10-07 15:21:00,"Rotterdam, Netherlands",K42/L42,2020-10-10 00:00:00,1489,NYK REMUS - K42/L42
NYK REMUS,AL5,INBOUND,2020-12-20 19:30:00,SCT3,Starboard,2020-12-21 07:30:00,"Rotterdam, Netherlands",K54/L54,2020-11-15 00:00:00,2376,NYK REMUS - K54/L54
NYK REMUS,AL5,ARRIVED,2021-01-06 14:56:00,SCT3,Starboard,2021-01-07 08:45:00,"Rotterdam, Netherlands",K54/L54,2021-01-10 00:00:00,881,NYK REMUS - K54/L54
NYK REMUS,AL5,INBOUND,2021-08-04 19:30:00,SCT3,Starboard,2021-08-05 07:30:00,"Rotterdam, Netherlands",K95/L95,2021-07-20 00:00:00,2895,NYK REMUS - K95/L95
NYK REMUS,AL5,ARRIVED,2021-08-06 12:20:00,SCT5,Starboard,2021-08-06 19:57:00,"Rotterdam, Netherlands",K95/L95,2021-08-10 00:00:00,1343,NYK REMUS - K95/L95
NYK RIGEL,AL5,INBOUND,2021-04-07 10:00:00,SCT3,Starboard,2021-04-08 04:00:00,"Rotterdam, Netherlands",K08/L08,2021-03-25 00:00:00,3439,NYK RIGEL - K08/L08
NYK RIGEL,AL5,ARRIVED,2021-04-07 06:10:00,SCT3,Starboard,2021-04-07 20:25:00,"Rotterdam, Netherlands",K08/L08,2021-04-10 00:00:00,1055,NYK RIGEL - K08/L08
NYK RIGEL,AL5,INBOUND,2020-07-06 19:00:00,SCT1,Starboard,2020-07-07 07:00:00,"Rotterdam, Netherlands",K29/L29,2020-07-04 00:00:00,22,NYK RIGEL - K29/L29
NYK RIGEL,AL5,ARRIVED,2020-07-06 08:35:00,SCT1,Starboard,2020-07-07 07:30:00,"Rotterdam, Netherlands",K29/L29,2020-07-10 00:00:00,1220,NYK RIGEL - K29/L29
NYK RIGEL,AL5,INBOUND,2020-09-20 19:30:00,SCT1,Starboard,2020-09-21 07:30:00,"Rotterdam, Netherlands",K40/L40,2020-09-05 00:00:00,561,NYK RIGEL - K40/L40
NYK RIGEL,AL5,ARRIVED,2020-09-25 17:35:00,SCT1,Starboard,2020-09-26 19:00:00,"Rotterdam, Netherlands",K40/L40,2020-09-30 00:00:00,4697,NYK RIGEL - K40/L40
NYK RIGEL,AL5,INBOUND,2020-12-06 19:30:00,SCT3,Starboard,2020-12-07 07:30:00,"Rotterdam, Netherlands",K52/L52,2020-11-15 00:00:00,2382,NYK RIGEL - K52/L52
NYK RIGEL,AL5,ARRIVED,2020-12-20 00:15:00,SCT3,Starboard,2020-12-20 09:15:00,"Rotterdam, Netherlands",K52/L52,2020-12-20 00:00:00,3263,NYK RIGEL - K52/L52
NYK RIGEL,AL5,INBOUND,2021-08-23 19:30:00,SCT2,Starboard,2021-08-24 07:30:00,"Rotterdam, Netherlands",K94/L94,2021-08-15 00:00:00,2154,NYK RIGEL - K94/L94
NYK RIGEL,AL5,ARRIVED,2021-08-23 13:33:00,SCT2,Starboard,2021-08-24 02:08:00,"Rotterdam, Netherlands",K94/L94,2021-08-25 00:00:00,3839,NYK RIGEL - K94/L94
NYK RIGEL,AL5,INBOUND,2021-07-20 19:30:00,SCT5,Starboard,2021-07-21 07:30:00,"Rotterdam, Netherlands",K96/L96,2021-07-05 00:00:00,397,NYK RIGEL - K96/L96
NYK RIGEL,AL5,ARRIVED,2021-07-22 15:45:00,SCT3,Starboard,2021-07-23 02:45:00,"Rotterdam, Netherlands",K96/L96,2021-07-25 00:00:00,3755,NYK RIGEL - K96/L96
NYK ROMULUS,AL5,INBOUND,2021-05-03 19:30:00,SCT3,Starboard,2021-05-04 07:30:00,"Rotterdam, Netherlands",K11/L11,2021-04-20 00:00:00,2681,NYK ROMULUS - K11/L11
NYK ROMULUS,AL5,ARRIVED,2021-05-09 16:31:00,SCT2,Starboard,2021-05-10 10:00:00,"Rotterdam, Netherlands",K11/L11,2021-05-10 00:00:00,1066,NYK ROMULUS - K11/L11
NYK ROMULUS,AL5,INBOUND,2021-08-02 19:30:00,SCT3,Starboard,2021-08-03 07:30:00,"Rotterdam, Netherlands",K22/L22,2021-07-20 00:00:00,2901,NYK ROMULUS - K22/L22
NYK ROMULUS,AL5,ARRIVED,2021-08-18 19:30:00,SCT2,Starboard,2021-08-19 08:52:00,"Rotterdam, Netherlands",K22/L22,2021-08-20 00:00:00,3025,NYK ROMULUS - K22/L22
NYK ROMULUS,AL5,INBOUND,2020-07-27 19:00:00,SCT1,Starboard,2020-07-28 07:00:00,"Rotterdam, Netherlands",K32/L32,2020-07-15 00:00:00,1967,NYK ROMULUS - K32/L32
NYK ROMULUS,AL5,ARRIVED,2020-07-27 17:10:00,SCT1,Starboard,2020-07-28 08:00:00,"Rotterdam, Netherlands",K32/L32,2020-07-30 00:00:00,4477,NYK ROMULUS - K32/L32
NYK ROMULUS,AL5,INBOUND,2020-10-11 19:31:00,SCT1,Starboard,2020-10-12 07:30:00,"Rotterdam, Netherlands",K43/L43,2020-09-30 00:00:00,4725,NYK ROMULUS - K43/L43
NYK ROMULUS,AL5,ARRIVED,2020-10-16 18:54:00,SCT3,Starboard,2020-10-17 08:00:00,"Rotterdam, Netherlands",K43/L43,2020-10-20 00:00:00,3149,NYK ROMULUS - K43/L43
NYK ROMULUS,AL5,INBOUND,2021-01-03 19:30:00,SCT3,Starboard,2021-01-04 07:30:00,"Rotterdam, Netherlands",K55/L55,2020-12-20 00:00:00,3284,NYK ROMULUS - K55/L55
NYK ROMULUS,AL5,ARRIVED,2021-01-10 10:00:00,SCT3,Starboard,2021-01-10 23:44:00,"Rotterdam, Netherlands",K55/L55,2021-01-15 00:00:00,1652,NYK ROMULUS - K55/L55
NYK RUMINA,AL5,INBOUND,2021-02-14 19:30:00,SCT3,Starboard,2021-02-15 07:30:00,"Rotterdam, Netherlands",K06/L06,2021-01-30 00:00:00,4247,NYK RUMINA - K06/L06
NYK RUMINA,AL5,ARRIVED,2021-03-18 06:55:00,SCT3,Starboard,2021-03-19 03:20:00,"Rotterdam, Netherlands",K06/L06,2021-03-20 00:00:00,2605,NYK RUMINA - K06/L06
NYK RUMINA,AL5,INBOUND,2021-06-14 19:30:00,SCT3,Starboard,2021-06-15 07:30:00,"Rotterdam, Netherlands",K17/L17,2021-05-30 00:00:00,4399,NYK RUMINA - K17/L17
NYK RUMINA,AL5,ARRIVED,2021-06-21 21:17:00,SCT2,Starboard,2021-06-22 10:50:00,"Rotterdam, Netherlands",K17/L17,2021-06-25 00:00:00,3619,NYK RUMINA - K17/L17
NYK RUMINA,AL5,INBOUND,2021-09-24 16:00:00,SCT5,Starboard,2021-09-25 07:30:00,"Rotterdam, Netherlands",K26/L26,2021-09-10 00:00:00,1462,NYK RUMINA - K26/L26
NYK RUMINA,AL5,ARRIVED,2021-09-29 18:45:00,SCT5,Starboard,2021-09-30 10:00:00,"Rotterdam, Netherlands",K26/L26,2021-09-30 00:00:00,4763,NYK RUMINA - K26/L26
NYK RUMINA,AL5,INBOUND,2020-11-22 00:01:00,SCT3,Starboard,2020-11-22 00:05:00,"Rotterdam, Netherlands",K49/L49,2020-11-10 00:00:00,1554,NYK RUMINA - K49/L49
NYK RUMINA,AL5,ARRIVED,2020-11-30 12:45:00,SCT3,Starboard,2020-12-01 14:00:00,"Rotterdam, Netherlands",K49/L49,2020-12-05 00:00:00,840,NYK RUMINA - K49/L49
NYK RUMINA,AL5,INBOUND,2020-09-07 19:00:00,SCT1,Starboard,2020-09-08 07:00:00,"Rotterdam, Netherlands",K94/L94,2020-08-25 00:00:00,3822,NYK RUMINA - K94/L94
NYK RUMINA,AL5,ARRIVED,2020-09-06 06:00:00,SCT1,Starboard,2020-09-06 19:15:00,"Rotterdam, Netherlands",K94/L94,2020-09-10 00:00:00,1372,NYK RUMINA - K94/L94
NYK RUMINA,AL5,INBOUND,2020-07-29 19:00:00,SCT3,Starboard,2020-07-30 07:00:00,"Rotterdam, Netherlands",K95/L95,2020-07-15 00:00:00,1975,NYK RUMINA - K95/L95
NYK RUMINA,AL5,ARRIVED,2020-07-29 08:03:00,SCT3,Starboard,2020-07-29 18:28:00,"Rotterdam, Netherlands",K95/L95,2020-07-30 00:00:00,4488,NYK RUMINA - K95/L95
NYK SWAN,FP2,INBOUND,2020-08-21 15:00:00,SCT2,Starboard,2020-08-23 07:00:00,"Jeddah, Saudi Arabia",G28/H28,2020-08-10 00:00:00,1312,NYK SWAN - G28/H28
NYK SWAN,FP2,ARRIVED,2020-08-23 05:45:00,SCT2,Starboard,2020-08-25 15:30:00,"Jeddah, Saudi Arabia",G28/H28,2020-08-25 00:00:00,3803,NYK SWAN - G28/H28
NYK WREN,FP2,INBOUND,2020-11-02 07:30:00,SCT2,Starboard,2020-11-03 19:30:00,"Jeddah, Saudi Arabia",G39/H39,2020-10-20 00:00:00,3199,NYK WREN - G39/H39
NYK WREN,FP2,ARRIVED,2020-11-16 00:30:00,SCT2,Starboard,2020-11-19 01:08:00,"Jeddah, Saudi Arabia",G39/H39,2020-11-20 00:00:00,3231,NYK WREN - G39/H39
OCEANIC,ADHOC,INBOUND,2020-11-02 07:31:00,SCT1,Starboard,2020-11-02 10:00:00,"Ad Dammam, Saudi Arabia",X47/X47,2020-10-30 00:00:00,4828,OCEANIC - X47/X47
OCEANIC,ADHOC,ARRIVED,2020-10-30 08:30:00,SCT1,Starboard,2020-10-30 12:28:00,"Ad Dammam, Saudi Arabia",X47/X47,2020-11-05 00:00:00,771,OCEANIC - X47/X47
OELAND,ADHOC,INBOUND,2020-09-06 07:30:00,SCT4,Starboard,2020-09-06 19:30:00,"Hamburg, Germany",X32/X32,2020-09-05 00:00:00,543,OELAND - X32/X32
OELAND,ADHOC,ARRIVED,2020-09-06 11:01:00,SCT4,Starboard,2020-09-06 19:00:00,"Hamburg, Germany",X32/X32,2020-09-10 00:00:00,1373,OELAND - X32/X32
ONE APUS,FP2,INBOUND,2020-10-05 07:30:00,SCT2,Starboard,2020-10-06 19:30:00,"Jeddah, Saudi Arabia",G35/H35,2020-09-20 00:00:00,3071,ONE APUS - G35/H35
ONE APUS,FP2,ARRIVED,2020-10-06 14:06:00,SCT2,Starboard,2020-10-10 03:25:00,"Jeddah, Saudi Arabia",G35/H35,2020-10-10 00:00:00,1491,ONE APUS - G35/H35
ONE AQUILA,FP2,INBOUND,2021-02-06 07:30:00,SCT2,Starboard,2021-02-08 07:30:00,"Jeddah, Saudi Arabia",G03/H03,2021-01-25 00:00:00,3360,ONE AQUILA - G03/H03
ONE AQUILA,FP2,ARRIVED,2021-02-15 05:45:00,SCT5,Starboard,2021-02-17 16:00:00,"Jeddah, Saudi Arabia",G03/H03,2021-02-15 00:00:00,1706,ONE AQUILA - G03/H03
ONE AQUILA,FP2,INBOUND,2020-09-11 22:00:00,SCT2,Starboard,2020-09-13 19:30:00,"Jeddah, Saudi Arabia",G31/H31,2020-08-30 00:00:00,4592,ONE AQUILA - G31/H31
ONE AQUILA,FP2,ARRIVED,2020-09-12 07:30:00,SCT2,Starboard,2020-09-14 07:35:00,"Jeddah, Saudi Arabia",G31/H31,2020-09-15 00:00:00,2195,ONE AQUILA - G31/H31
ONE BLUE JAY,FP2,INBOUND,2020-08-13 07:31:00,SCT2,Starboard,2020-08-14 19:00:00,"Jeddah, Saudi Arabia",G27/H27,2020-07-30 00:00:00,4513,ONE BLUE JAY - G27/H27
ONE BLUE JAY,FP2,ARRIVED,2020-08-19 00:15:00,SCT5,Starboard,2020-08-21 13:00:00,"Jeddah, Saudi Arabia",G27/H27,2020-08-20 00:00:00,2980,ONE BLUE JAY - G27/H27
ONE BLUE JAY,FP2,INBOUND,2021-01-07 23:59:00,SCT2,Starboard,2021-01-09 23:59:00,"Jeddah, Saudi Arabia",G46/H46,2020-12-25 00:00:00,4150,ONE BLUE JAY - G46/H46
ONE BLUE JAY,FP2,ARRIVED,2021-01-14 10:45:00,SCT2,Starboard,2021-01-17 07:00:00,"Jeddah, Saudi Arabia",G46/H46,2021-01-15 00:00:00,1658,ONE BLUE JAY - G46/H46
ONE COLUMBA,FP2,INBOUND,2021-05-13 19:30:00,SCT5,Starboard,2021-05-15 23:59:00,"Jeddah, Saudi Arabia",G11/H11,2021-04-30 00:00:00,4285,ONE COLUMBA - G11/H11
ONE COLUMBA,FP2,ARRIVED,2021-05-18 18:00:00,SCT5,Starboard,2021-05-21 07:30:00,"Jeddah, Saudi Arabia",G11/H11,2021-05-20 00:00:00,2744,ONE COLUMBA - G11/H11
ONE COLUMBA,FP2,INBOUND,2020-11-23 19:30:00,SCT2,Starboard,2020-11-25 19:30:00,"Jeddah, Saudi Arabia",G41/H41,2020-11-10 00:00:00,1550,ONE COLUMBA - G41/H41
ONE COLUMBA,FP2,ARRIVED,2020-11-28 23:35:00,SCT2,Starboard,2020-12-01 07:30:00,"Jeddah, Saudi Arabia",G41/H41,2020-11-30 00:00:00,4863,ONE COLUMBA - G41/H41
ONE CRANE,FP2,INBOUND,2021-02-25 19:30:00,SCT2,Starboard,2021-02-27 07:30:00,"Jeddah, Saudi Arabia",G05/H05,2021-02-10 00:00:00,970,ONE CRANE - G05/H05
ONE CRANE,FP2,ARRIVED,2021-03-12 14:15:00,SCT2,Starboard,2021-03-15 12:00:00,"Jeddah, Saudi Arabia",G05/H05,2021-03-15 00:00:00,1743,ONE CRANE - G05/H05
ONE CRANE,FP2,INBOUND,2020-09-29 07:00:00,SCT2,Starboard,2020-09-30 19:00:00,"Jeddah, Saudi Arabia",G34/H34,2020-09-15 00:00:00,2179,ONE CRANE - G34/H34
ONE CRANE,FP2,ARRIVED,2020-10-01 01:08:00,SCT2,Starboard,2020-10-03 12:00:00,"Jeddah, Saudi Arabia",G34/H34,2020-10-05 00:00:00,659,ONE CRANE - G34/H34
ONE CYGNUS,FP2,INBOUND,2021-01-19 19:30:00,SCT2,Starboard,2021-01-21 07:30:00,"Jeddah, Saudi Arabia",G01/H01,2021-01-05 00:00:00,59,ONE CYGNUS - G01/H01
ONE CYGNUS,FP2,ARRIVED,2021-01-27 12:42:00,SCT2,Starboard,2021-01-29 23:34:00,"Jeddah, Saudi Arabia",G01/H01,2021-01-30 00:00:00,4275,ONE CYGNUS - G01/H01
ONE CYGNUS,FP2,INBOUND,2020-08-28 19:30:00,SCT2,Starboard,2020-08-30 07:30:00,"Jeddah, Saudi Arabia",G29/H29,2020-08-15 00:00:00,2105,ONE CYGNUS - G29/H29
ONE CYGNUS,FP2,ARRIVED,2020-09-01 12:20:00,SCT2,Starboard,2020-09-03 12:04:00,"Jeddah, Saudi Arabia",G29/H29,2020-09-05 00:00:00,551,ONE CYGNUS - G29/H29
ONE EAGLE,FP2,INBOUND,2020-08-04 19:00:00,SCT2,Starboard,2020-08-06 19:00:00,"Jeddah, Saudi Arabia",G26/H26,2020-07-20 00:00:00,2843,ONE EAGLE - G26/H26
ONE EAGLE,FP2,ARRIVED,2020-08-08 16:10:00,SCT2,Starboard,2020-08-11 09:00:00,"Jeddah, Saudi Arabia",G26/H26,2020-08-10 00:00:00,1297,ONE EAGLE - G26/H26
ONE EAGLE,FP2,INBOUND,2020-12-21 07:30:00,SCT2,Starboard,2020-12-24 07:30:00,"Jeddah, Saudi Arabia",G45/H45,2020-11-15 00:00:00,2375,ONE EAGLE - G45/H45
ONE EAGLE,FP2,ARRIVED,2021-01-04 05:30:00,SCT2,Starboard,2021-01-07 07:00:00,"Jeddah, Saudi Arabia",G45/H45,2021-01-05 00:00:00,88,ONE EAGLE - G45/H45
ONE FALCON,FP2,INBOUND,2021-06-14 19:30:00,SCT5,Starboard,2021-06-17 19:30:00,"Jeddah, Saudi Arabia",G14/H14,2021-05-30 00:00:00,4400,ONE FALCON - G14/H14
ONE FALCON,FP2,ARRIVED,2021-06-16 04:15:00,SCT5,Starboard,2021-06-18 16:34:00,"Jeddah, Saudi Arabia",G14/H14,2021-06-20 00:00:00,2786,ONE FALCON - G14/H14
ONE FALCON,FP2,INBOUND,2020-12-11 07:30:00,SCT2,Starboard,2020-12-13 07:30:00,"Jeddah, Saudi Arabia",G43/H43,2020-11-15 00:00:00,2354,ONE FALCON - G43/H43
ONE FALCON,FP2,ARRIVED,2020-12-18 04:50:00,SCT2,Starboard,2020-12-20 10:50:00,"Jeddah, Saudi Arabia",G43/H43,2020-12-20 00:00:00,3266,ONE FALCON - G43/H43
ONE GRUS,FP2,INBOUND,2021-06-23 07:30:00,SCT5,Starboard,2021-06-25 19:30:00,"Jeddah, Saudi Arabia",G15/H15,2021-06-10 00:00:00,1146,ONE GRUS - G15/H15
ONE GRUS,FP2,ARRIVED,2021-06-24 01:05:00,SCT5,Starboard,2021-06-27 07:30:00,"Jeddah, Saudi Arabia",G15/H15,2021-06-25 00:00:00,3631,ONE GRUS - G15/H15
ONE GRUS,FP2,INBOUND,2020-07-28 07:30:00,SCT2,Starboard,2020-07-29 19:30:00,"Jeddah, Saudi Arabia",G25/H25,2020-07-15 00:00:00,1970,ONE GRUS - G25/H25
ONE GRUS,FP2,ARRIVED,2020-07-31 10:25:00,SCT2,Starboard,2020-08-03 22:35:00,"Jeddah, Saudi Arabia",G25/H25,2020-08-05 00:00:00,450,ONE GRUS - G25/H25
ONE GRUS,FP2,INBOUND,2020-12-14 07:30:00,SCT2,Starboard,2020-12-16 07:30:00,"Jeddah, Saudi Arabia",G44/H44,2020-11-15 00:00:00,2355,ONE GRUS - G44/H44
ONE GRUS,FP2,ARRIVED,2020-12-27 23:50:00,SCT2,Starboard,2020-12-31 16:00:00,"Jeddah, Saudi Arabia",G44/H44,2020-12-30 00:00:00,4919,ONE GRUS - G44/H44
ONE IBIS,FP2,INBOUND,2021-02-03 23:59:00,SCT2,Starboard,2021-02-05 16:00:00,"Jeddah, Saudi Arabia",G02/H02,2021-01-20 00:00:00,2482,ONE IBIS - G02/H02
ONE IBIS,FP2,ARRIVED,2021-02-10 11:30:00,SCT2,Starboard,2021-02-15 00:38:00,"Jeddah, Saudi Arabia",G02/H02,2021-02-15 00:00:00,1694,ONE IBIS - G02/H02
ONE IBIS,FP2,INBOUND,2020-09-14 07:00:00,SCT2,Starboard,2020-09-15 19:00:00,"Jeddah, Saudi Arabia",G32/H32,2020-08-30 00:00:00,4575,ONE IBIS - G32/H32
ONE IBIS,FP2,ARRIVED,2020-09-14 12:35:00,SCT2,Starboard,2020-09-16 19:30:00,"Jeddah, Saudi Arabia",G32/H32,2020-09-15 00:00:00,2200,ONE IBIS - G32/H32
ONE MACKINAC,FE4,INBOUND,2020-12-05 19:30:00,SCT2,Starboard,2020-12-07 19:30:00,"Hamburg, Germany",E30/F30,2020-11-15 00:00:00,2383,ONE MACKINAC - E30/F30
ONE MACKINAC,FE4,ARRIVED,2020-12-21 05:10:00,SCT2,Starboard,2020-12-24 16:00:00,"Hamburg, Germany",E30/F30,2020-12-25 00:00:00,4132,ONE MACKINAC - E30/F30
ONE MANHATTAN,FP2,INBOUND,2021-03-19 19:30:00,SCT5,Starboard,2021-03-22 07:30:00,"Jeddah, Saudi Arabia",G07/H07,2021-03-05 00:00:00,183,ONE MANHATTAN - G07/H07
ONE MANHATTAN,FP2,ARRIVED,2021-03-22 20:00:00,SCT2,Starboard,2021-03-28 16:00:00,"Jeddah, Saudi Arabia",G07/H07,2021-03-25 00:00:00,3454,ONE MANHATTAN - G07/H07
ONE MILLAU,FE4,INBOUND,2021-01-10 12:00:00,SCT2,Starboard,2021-01-11 15:00:00,"Hamburg, Germany",E01/F01,2020-12-25 00:00:00,4145,ONE MILLAU - E01/F01
ONE MILLAU,FE4,ARRIVED,2021-02-04 05:24:00,SCT2,Starboard,2021-02-06 19:30:00,"Hamburg, Germany",E01/F01,2021-02-05 00:00:00,148,ONE MILLAU - E01/F01
ONE STORK,FP2,INBOUND,2021-02-09 19:30:00,SCT2,Starboard,2021-02-11 04:00:00,"Jeddah, Saudi Arabia",G04/H04,2021-01-25 00:00:00,3347,ONE STORK - G04/H04
ONE STORK,FP2,ARRIVED,2021-02-22 19:35:00,SCT2,Starboard,2021-02-26 22:00:00,"Jeddah, Saudi Arabia",G04/H04,2021-02-25 00:00:00,3408,ONE STORK - G04/H04
ONE STORK,FP2,INBOUND,2021-05-23 23:59:00,SCT5,Starboard,2021-05-26 19:30:00,"Jeddah, Saudi Arabia",G12/H12,2021-05-10 00:00:00,1105,ONE STORK - G12/H12
ONE STORK,FP2,ARRIVED,2021-05-28 00:30:00,SCT5,Starboard,2021-05-31 16:00:00,"Jeddah, Saudi Arabia",G12/H12,2021-05-30 00:00:00,4374,ONE STORK - G12/H12
ONE STORK,FP2,INBOUND,2020-09-22 07:01:00,SCT2,Starboard,2020-09-23 19:01:00,"Jeddah, Saudi Arabia",G33/H33,2020-09-10 00:00:00,1392,ONE STORK - G33/H33
ONE STORK,FP2,ARRIVED,2020-09-22 17:10:00,SCT2,Starboard,2020-09-24 16:52:00,"Jeddah, Saudi Arabia",G33/H33,2020-09-25 00:00:00,3932,ONE STORK - G33/H33
ONE SWAN,FP2,INBOUND,2021-04-14 23:59:00,SCT5,Starboard,2021-04-17 11:59:00,"Jeddah, Saudi Arabia",G09/H09,2021-03-31 00:00:00,4990,ONE SWAN - G09/H09
ONE SWAN,FP2,ARRIVED,2021-04-23 11:50:00,SCT5,Starboard,2021-04-27 07:30:00,"Jeddah, Saudi Arabia",G09/H09,2021-04-25 00:00:00,3500,ONE SWAN - G09/H09
ONE WREN,FE4,INBOUND,2021-04-19 07:30:00,SCT5,Starboard,2021-04-22 04:00:00,"Hamburg, Germany",E08/F08,2021-04-05 00:00:00,230,ONE WREN - E08/F08
ONE WREN,FE4,ARRIVED,2021-05-01 03:30:00,SCT5,Starboard,2021-05-05 17:30:00,"Hamburg, Germany",E08/F08,2021-05-05 00:00:00,293,ONE WREN - E08/F08
OOCL ASIA,EPIC,INBOUND,2021-09-21 13:00:00,SCT3,Starboard,2021-09-22 07:30:00,"Bremerhaven, Germany",J31/J31,2021-09-10 00:00:00,1468,OOCL ASIA - J31/J31
OOCL ASIA,EPIC,ARRIVED,2021-09-21 13:00:00,SCT3,Starboard,2021-09-22 12:05:00,"Bremerhaven, Germany",J31/J31,2021-09-25 00:00:00,3972,OOCL ASIA - J31/J31
OOCL ASIA,ATA,INBOUND,2020-07-25 07:30:00,SCT2,Starboard,2020-07-25 23:00:00,"Antwerpen, Belgium",T28/U28,2020-07-15 00:00:00,1965,OOCL ASIA - T28/U28
OOCL ASIA,ATA,ARRIVED,2020-07-25 05:45:00,SCT1,Starboard,2020-07-26 00:10:00,"Antwerpen, Belgium",T28/U28,2020-07-30 00:00:00,4504,OOCL ASIA - T28/U28
OOCL ASIA,ATA,INBOUND,2020-08-29 07:30:00,SCT3,Starboard,2020-08-29 23:00:00,"Antwerpen, Belgium",T33/U33,2020-08-15 00:00:00,2109,OOCL ASIA - T33/U33
OOCL ASIA,ATA,ARRIVED,2020-08-29 09:00:00,SCT3,Starboard,2020-08-29 21:27:00,"Antwerpen, Belgium",T33/U33,2020-08-30 00:00:00,4595,OOCL ASIA - T33/U33
